Key,Status,Before,After,English,InCurrentEnglish,DefinedByPatch,PatchText,PreviousFile,CurrentFile
more_dragon_eggs_events.0007.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0008.a,removed,"Переместить [selected_dragon_loc.GetName] в выбранную [Concept('dragonpit', 'драконью яму')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0008.b,removed,Переместить [selected_dragon_loc.GetName] наружу,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0008.c,removed,Закрыть,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0008.desc,removed, ,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0008.t,removed,"Выбор [Concept('dragonpit', 'драконьей ямы')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0009.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0009.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0009.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0011.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0011.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0012.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0014.a,removed,"Посмотреть своих [Concept('dragons_plural', 'драконов')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0014.b,removed,"Посмотреть чужих [Concept('dragons_plural', 'драконов')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0014.c,removed,Отменить,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0014.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0014.t,removed,Все живые драконы,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.a,removed,"Посмотреть всех [Concept('dragons_plural', 'драконов')|E] в выбранной [Concept('dragonpit', 'драконьей яме')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.b,removed,"Переместить всех ваших [Concept('dragons_plural', 'драконов')|E] в выбранную [Concept('dragonpit', 'драконью яму')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.c,removed,"Переместить всех ваших [Concept('dragons_plural', 'драконов')|E] из выбранной [Concept('dragonpit', 'драконьей ямы')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.d,removed,"Посмотреть все [Concept('dragonpits', 'драконьи ямы')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.e,removed,Отменить,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0015.t,removed,Ваши драконьи ямы,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0016.a,removed,"Посмотреть всех [Concept('dragons_plural', 'драконов')|E] в выбранной [Concept('dragonpit', 'драконьей яме')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0016.b,removed,Переместить выбранного дракона наружу,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0016.c,removed,Отменить,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0016.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0016.t,removed,Драконы в [selected_dragonpit_loc.GetName],,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0017.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0017.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0018.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0018.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0019.a,removed,"Посмотреть других [Concept('dragons_plural', 'драконов')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0019.b,removed,"Посмотреть другие [Concept('dragonpits', 'драконьи ямы')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0019.c,removed,Отменить,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0019.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0019.t,removed,Драконы в [selected_dragonpit_loc.GetName],,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0020.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0020.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0020.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_eggs_debug_decision,removed,Отладка,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
more_eggs_debug_decision_confirm,removed,Готово!,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
more_eggs_debug_decision_desc,removed,Отладочное меню More Dragon Eggs.,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
morghul_desc,added,,Моргул,Morghul,True,True,Моргул,,localization/russian/mde_artifacts_l_russian.yml
morning_desc,added,,Утро,Morning,True,True,Утро,,localization/russian/mde_artifacts_l_russian.yml
move_dragon.t,added,,Перемещение: [GetPlayer.MakeScope.Var('sgui_selected_dragon').GetCharacter.GetName],Move [GetPlayer.MakeScope.Var('sgui_selected_dragon').GetCharacter.GetName],True,True,Переместить дракона: [GetPlayer.MakeScope.Var('sgui_selected_dragon').GetCharacter.GetName],,localization/russian/more_dragon_eggs_ui_l_russian.yml
move_dragon_dragonpit,removed,Переместить дракона в драконью яму,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
move_dragon_dragonpit_confirm,removed,Открыть меню,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
move_dragon_dragonpit_desc,removed,"Открывает меню выбора подходящего дракона, а затем меню выбора подходящей драконьей ямы. После этого выбранный дракон будет перемещён в выбранную яму.",,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
move_dragon_into.t,added,,Переместить дракона: [GetPlayer.MakeScope.Var('viewing_county_mover').Title.GetNameNoTier],Move Dragon to [GetPlayer.MakeScope.Var('viewing_county_mover').Title.GetNameNoTier],True,True,Переместить дракона: [GetPlayer.MakeScope.Var('viewing_county_mover').Title.GetNameNoTier],,localization/russian/more_dragon_eggs_ui_l_russian.yml
nagga_desc,added,,Нагга,Nagga,True,False,,,localization/russian/mde_artifacts_l_russian.yml
neltharion_desc,added,,Нельтарион,Neltharion,True,True,Нельтарион,,localization/russian/mde_artifacts_l_russian.yml
nessarion_desc,added,,Нессарион,Nessarion,True,True,Нессарион,,localization/russian/mde_artifacts_l_russian.yml
nightfyre_desc,added,,Ночной Огонь,Nightfyre,True,True,Ночной Огонь,,localization/russian/mde_artifacts_l_russian.yml
num_dragons_in_pit,added,,Количество драконов: [Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],Number of Dragons: [Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],True,True,Количество драконов: [Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],,localization/russian/more_dragon_eggs_ui_l_russian.yml
num_dragons_in_this_coop,added,,Драконов в загоне: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],Dragons in the Dragoncoop: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],True,True,Драконов в загоне: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],,localization/russian/more_dragon_eggs_ui_l_russian.yml
num_dragons_in_this_pit,added,,Драконы ([GetPlayer.MakeScope.Var('viewing_county').Title.GetProvince.Custom('mde_dragonpit_type_custom_loc')]): [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],Dragons in the [GetPlayer.MakeScope.Var('viewing_county').Title.GetProvince.Custom('mde_dragonpit_type_custom_loc')]: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],True,True,[GetPlayer.MakeScope.Var('viewing_county').Title.GetProvince.Custom('mde_dragonpit_type_custom_loc')] — драконов: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0],,localization/russian/more_dragon_eggs_ui_l_russian.yml
num_eggs_in_pit,added,,Количество яиц: [Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0],Number of Eggs: [Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0],True,True,Количество яиц: [Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0],,localization/russian/more_dragon_eggs_ui_l_russian.yml
num_eggs_in_this_pit,added,,Яиц в драконьей яме: [GetPlayer.MakeScope.Var('viewing_county').Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0],Pitted Dragon Eggs: [GetPlayer.MakeScope.Var('viewing_county').Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0],True,True,Драконьих яиц в логове: [GetPlayer.MakeScope.Var('viewing_county').Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0],,localization/russian/more_dragon_eggs_ui_l_russian.yml
num_tamers_in_this_pit,added,,Допущенные укротители: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_tamers')|0],Authorized Tamers: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_tamers')|0],True,True,Допущенных укротителей: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_tamers')|0],,localization/russian/more_dragon_eggs_ui_l_russian.yml
pythax_desc,added,,Пифакс,Pythax,True,True,Пифакс,,localization/russian/mde_artifacts_l_russian.yml
quicksilver_desc,added,,Ртуть,Quicksilver,True,True,Ртуть,,localization/russian/mde_artifacts_l_russian.yml
renaming_dragon_in_your_court_tt,removed,Хотя бы одно из условий:\n$EFFECT_LIST_BULLET$Вы — компаньон этого дракона\n$EFFECT_LIST_BULLET$Вы глава дома компаньона или всадника этого дракона\nИЛИ оба условия:\n$EFFECT_LIST_BULLET$У дракона есть владелец\n$EFFECT_LIST_BULLET$Дракон находится при вашем дворе\nИЛИ все условия:\n$EFFECT_LIST_BULLET$У дракона есть владелец\n$EFFECT_LIST_BULLET$Дракон находится в драконьей яме\n$EFFECT_LIST_BULLET$Владелец драконьей ямы — ваш вассал\n$EFFECT_LIST_BULLET$Владелец драконьей ямы — ваш близкий родственник,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
renaming_dragon_in_your_family_dragonpit_tt,removed,Или все условия:\n$EFFECT_LIST_BULLET$У дракона есть владелец\n$EFFECT_LIST_BULLET$Дракон находится в драконьей яме\n$EFFECT_LIST_BULLET$Владелец драконьей ямы — ваш вассал\n$EFFECT_LIST_BULLET$Владелец драконьей ямы — ваш близкий родственник,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
rhaegal_desc,added,,Рейгаль,Rhaegal,True,True,Рейгаль,,localization/russian/mde_artifacts_l_russian.yml
rovax_desc,added,,Ровакс,Rovax,True,True,Ровакс,,localization/russian/mde_artifacts_l_russian.yml
rule_can_ai_cradle_dragon_eggs,removed,@mde_icon!@white_dragon_egg_icon!ИИ может класть драконьи яйца в колыбели,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_can_ai_get_dragonstone_eggs,removed,@mde_icon!@rainbow_dragon_egg_icon!ИИ может получать яйца с Драконьего Камня,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_can_ai_get_eggs,removed,@mde_icon!@iceFire_dragon_egg_icon!ИИ может получать яйца,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_can_cradle_eggs_fail,removed,@mde_icon!@white_dragon_egg_icon!Яйца в колыбели могут испортиться,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_cradle_egg_hatch_likelihood,removed,@mde_icon!@white_dragon_egg_icon!Вероятность выведения дракона из яйца,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_cradle_egg_hatch_likelihood_ai,added,,@mde_icon!@white_dragon_egg_icon!Вероятность вылупления яиц в колыбели: ИИ,@mde_icon!@white_dragon_egg_icon!AI Cradled Egg Hatching Likelihood,True,True,@mde_icon!@white_dragon_egg_icon!Вылупление вынашиваемых яиц — ИИ,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_cradle_egg_hatch_likelihood_player,added,,@mde_icon!@white_dragon_egg_icon!Вероятность вылупления яиц в колыбели: игрок,@mde_icon!@white_dragon_egg_icon!Player Cradled Egg Hatching Likelihood,True,True,@mde_icon!@white_dragon_egg_icon!Вылупление вынашиваемых яиц — игрок,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_dragon_egg_spawn_likelihood,removed,@mde_icon!@iceFire_dragon_egg_icon!Вероятность появления драконьих яиц,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_dragon_egg_spawn_likelihood_ai,added,,@mde_icon!@iceFire_dragon_egg_icon!Появление драконьих яиц на карте для ИИ,@mde_icon!@iceFire_dragon_egg_icon!AI Dragon Egg Map Spawn,True,True,@mde_icon!@iceFire_dragon_egg_icon!Находки драконьих яиц на карте — ИИ,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_dragon_egg_spawn_likelihood_player,added,,@mde_icon!@iceFire_dragon_egg_icon!Появление драконьих яиц на карте для игрока,@mde_icon!@iceFire_dragon_egg_icon!Player Dragon Egg Map Spawn,True,True,@mde_icon!@iceFire_dragon_egg_icon!Находки драконьих яиц на карте — игрок,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_enable_delete_dud_eggs_decision,removed,@mde_icon!Включить решение «Удалить порченые яйца»,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_mde_buttons,added,,@mde_icon!@dragon_majestic_icon!Дополнительный интерфейс More Dragon Eggs,@mde_icon!@dragon_majestic_icon!More Dragon Eggs Extra UI,True,True,@mde_icon!@dragon_majestic_icon!Дополнительный интерфейс More Dragon Eggs,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_mde_egg_notifications,added,,@mde_icon!Уведомления о драконьих яйцах,@mde_icon!Dragon Egg Notifications,True,True,@mde_icon!Уведомления о драконьих яйцах,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_pit_egg_hatch_likelihood_ai,added,,@mde_icon!@white_dragon_egg_icon!Вероятность вылупления яиц в драконьей яме: ИИ,@mde_icon!@white_dragon_egg_icon!AI Pitted Egg Hatching Likelihood,True,True,@mde_icon!@white_dragon_egg_icon!Вылупление яиц в драконьих логовах — ИИ,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_pit_egg_hatch_likelihood_player,added,,@mde_icon!@white_dragon_egg_icon!Вероятность вылупления яиц в драконьей яме: игрок,@mde_icon!@white_dragon_egg_icon!Player Pitted Egg Hatching Likelihood,True,True,@mde_icon!@white_dragon_egg_icon!Вылупление яиц в драконьих логовах — игрок,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
rule_realm_affairs_extended,removed,@mde_icon!@dragon_majestic_icon!Дополнительный интерфейс мода,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
rule_spawn_pythax_egg,changed,@mde_icon!@darkpurple_dragon_egg_icon!Яйцо Питакса,@mde_icon!@darkpurple_dragon_egg_icon!Яйцо Пифакса,@mde_icon!@darkpurple_dragon_egg_icon!Spawn Pythax Egg,True,True,@mde_icon!@darkpurple_dragon_egg_icon!Яйцо Питакса,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
seasmoke_desc,added,,Морской Дым,Seasmoke,True,True,Морской Дым,,localization/russian/mde_artifacts_l_russian.yml
serporoth_desc,added,,Серпорос,Serporoth,True,True,Серпорос,,localization/russian/mde_artifacts_l_russian.yml
setting_1_in_1200,added,,1/1200,1/1200,True,True,1/1200,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_1200_ai,added,,1/1200,1/1200,True,True,1/1200,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_1200_ai_desc,added,,"Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/1200 (0,083%).",~1/1200 (0.083%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/1200 (0,083%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_1200_desc,added,,"Шанс для игрока получить драконье яйцо в локации или через решение: ~1/1200 (0,083%).",~1/1200 (0.083%) chance for any player to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/1200 (0,083%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_150,added,,1/150,1/150,True,True,1/150,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_150_ai,added,,1/150,1/150,True,True,1/150,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_150_ai_desc,added,,"Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/150 (0,667%).",~1/150 (0.667%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/150 (0,667%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_150_desc,added,,"Шанс для игрока получить драконье яйцо в локации или через решение: ~1/150 (0,667%).",~1/150 (0.667%) chance for any player to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/150 (0,667%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_2,added,,1/2,1/2,True,True,1/2,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_25,added,,1/25,1/25,True,True,1/25,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_25_ai,added,,1/25,1/25,True,True,1/25,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_25_ai_desc,added,,Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/25 (4%).,~1/25 (4%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/25 (4%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_25_desc,added,,Шанс для игрока получить драконье яйцо в локации или через решение: ~1/25 (4%).,~1/25 (4%) chance for any player to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/25 (4%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_2_ai,added,,1/2,1/2,True,True,1/2,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_2_ai_desc,added,,Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/2 (50%).,~1/2 (50%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/2 (50%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_2_desc,added,,Шанс для игрока получить драконье яйцо в локации или через решение: ~1/2 (50%).,~1/2 (50%) chance for any player to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/2 (50%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_300,added,,1/300 (по умолчанию),1/300 (Default),True,True,1/300 (по умолчанию),,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_300_ai,added,,1/300 (по умолчанию),1/300 (Default),True,True,1/300 (по умолчанию),,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_300_ai_desc,added,,"Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/300 (0,333%). Это стандартный шанс AGOT.",~1/300 (0.333%) chance for any AI to pick up dragon eggs from a location or decision. This is the default AGOT chance.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/300 (0,333%). Это стандартная вероятность в AGOT.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_300_desc,added,,"Шанс для игрока получить драконье яйцо в локации или через решение: ~1/300 (0,333%). Это стандартный шанс AGOT.",~1/300 (0.333%) chance for any player to pick up dragon eggs from a location or decision. This is the default AGOT chance.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/300 (0,333%). Это стандартная вероятность в AGOT.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_5,added,,1/5,1/5,True,True,1/5,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_50,added,,1/50,1/50,True,True,1/50,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_50_ai,added,,1/50,1/50,True,True,1/50,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_50_ai_desc,added,,Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/50 (2%).,~1/50 (2%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/50 (2%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_50_desc,added,,Шанс для игрока получить драконье яйцо в локации или через решение: ~1/50 (2%).,~1/50 (2%) chance for any player to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/50 (2%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_5_ai,added,,1/5,1/5,True,True,1/5,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_5_ai_desc,added,,Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/5 (20%).,~1/5 (20%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/5 (20%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_5_desc,added,,Шанс для игрока получить драконье яйцо в локации или через решение: ~1/5 (20%).,~1/5 (20%) chance for any player to pick up dragon eggs from a location or decision.,True,True,Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/5 (20%).,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_600,added,,1/600,1/600,True,True,1/600,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_600_ai,added,,1/600,1/600,True,True,1/600,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_600_ai_desc,added,,"Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/600 (0,167%).",~1/600 (0.167%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/600 (0,167%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_600_desc,added,,"Шанс для игрока получить драконье яйцо в локации или через решение: ~1/600 (0,167%).",~1/600 (0.167%) chance for any player to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/600 (0,167%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_900,added,,1/900,1/900,True,True,1/900,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_900_ai,added,,1/900,1/900,True,True,1/900,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_900_ai_desc,added,,"Шанс для персонажа ИИ получить драконье яйцо в локации или через решение: ~1/900 (0,111%).",~1/900 (0.111%) chance for any AI to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для персонажа ИИ — около 1/900 (0,111%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_1_in_900_desc,added,,"Шанс для игрока получить драконье яйцо в локации или через решение: ~1/900 (0,111%).",~1/900 (0.111%) chance for any player to pick up dragon eggs from a location or decision.,True,True,"Вероятность получить драконьи яйца при посещении соответствующего места или принятии решения для игрока — около 1/900 (0,111%).",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_absolute_spawn,changed,Гарантировано,Гарантировано для игроков,Player Guaranteed Spawns,True,True,Гарантировано,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_absolute_spawn_ai,added,,Гарантировано для ИИ,AI Guaranteed Spawns,True,True,Гарантированные находки — ИИ,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_absolute_spawn_ai_desc,added,,"Первый персонаж ИИ, посетивший соответствующую локацию или принявший нужное решение, гарантированно получит драконье яйцо.",Guaranteed chance for the first AI character to visit these locations or take the decisions to pick up the dragon eggs.,True,True,"Первый персонаж ИИ, посетивший соответствующее место или принявший соответствующее решение, гарантированно получит драконьи яйца.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_absolute_spawn_desc,changed,"Первый посетитель соответствующих локаций или первый персонаж, принявший нужные решения, гарантированно получит драконьи яйца. Отключите яйца Драконьего Камня, иначе их станет слишком много.","Первый игрок, посетивший соответствующую локацию или принявший нужное решение, гарантированно получит драконье яйцо.",Guaranteed chance for the first player to visit these locations or take the decisions to pick up the dragon eggs.,True,True,"Первый посетитель соответствующих локаций или первый персонаж, принявший нужные решения, гарантированно получит драконьи яйца. Отключите яйца Драконьего Камня, иначе их станет слишком много.",localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_ai_can_get_dragonstone_eggs,removed,Включено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_ai_can_get_dragonstone_eggs_desc,removed,ИИ сможет получать яйца на Драконьем Камне. Будьте готовы к потоку яиц!,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
