key,file,line,english,builtin,fallback
fab_ac_defender.0100.a,localization/english/ac/fab_ac_defender_l_english.yml,9,I will not burn the stormlands for my pride. I yield the crown.,[],[]
fab_ac_defender.0100.b,localization/english/ac/fab_ac_defender_l_english.yml,10,Sound the muster. The heathen will learn what king he has challenged.,[],[]
fab_ac_defender.0110.desc,localization/english/ac/fab_ac_defender_l_english.yml,12,"Aegon Targaryen offers the Reach the peace of submission. If I bend the knee, our fields and castles will be spared the dragon's flame. If I refuse, the green hand will close around its sword and the war will continue to its true conclusion.",[],[]
fab_ac_defender.0120.desc,localization/english/ac/fab_ac_defender_l_english.yml,14,"The dragonlord demands the Rock's allegiance and the crown of the Westerlands. Submission would preserve my house beneath his new order; refusal means trusting gold, stone, and western steel against dragonfire. Aegon's victories do not make this choice for me.",[],[]
fab_ac_defender.0130.desc,localization/english/ac/fab_ac_defender_l_english.yml,16,"Aegon Targaryen demands that Dorne bow with the other kingdoms. He promises peace beneath his rule and fire for every holdfast that resists. Yet deserts have swallowed greater hosts than his, and a dragon cannot burn what it cannot find. I must answer.",[],[]
fab_ac_defender.0140.desc,localization/english/ac/fab_ac_defender_l_english.yml,18,"Aegon Targaryen demands the submission of Harren's dominion and the crown of the Iron Isles. To kneel may preserve what remains; to refuse is to trust black walls, ironborn resolve, and the waters of the Trident against the Black Dread.",[],[]
fab_ac_defender.0150.desc,localization/english/ac/fab_ac_defender_l_english.yml,20,"Aegon Targaryen has come ashore to make the Crownlands the foundation of his new realm. His terms are simple: swear fealty and be spared, or hold fast and decide the matter by war. Dragonfire is terrible, but surrender is no longer inevitable.",[],[]
fab_ac_defender.0160.desc,localization/english/ac/fab_ac_defender_l_english.yml,22,"The Two Kings rode together so neither the Reach nor the Rock would face Aegon's dragons alone. Now the conqueror demands my submission. If the western king is governed by his own counsel, I cannot kneel on his behalf; I can only hold to our pact and fight.",[],[]
fab_ac_defender.0170.desc,localization/english/ac/fab_ac_defender_l_english.yml,24,"The Two Kings rode together so neither the Rock nor the Reach would face Aegon's dragons alone. Now the conqueror demands my submission. If the Reach's king is governed by his own counsel, I cannot kneel on his behalf; I can only hold to our pact and fight.",[],[]
fab_ac_defender.0180.desc,localization/english/ac/fab_ac_defender_l_english.yml,26,"Aegon's host has crossed into the North, and his demand follows it: lay down the ancient crown and preserve my people beneath his new throne, or trust the neck, the cold, and northern steel against dragonfire. This choice will be mine, not the dragon's.",[],[]
fab_ac_defender.0190.desc,localization/english/ac/fab_ac_defender_l_english.yml,28,"The dragon has come for the Vale. Aegon offers peace beneath his crown if I yield the Falcon Crown; refusal means testing mountain, knight, and scorpion against creatures that own the sky. The war will not decide itself before I answer.",[],[]
fab_ac_defender.0200.desc,localization/english/ac/fab_ac_defender_l_english.yml,30,"Again the dragonlord demands that Dorne abandon its defiance. He offers an end to war beneath his Iron Throne, while every pass and desert road still invites resistance. I may spare Dorne another campaign—or make Aegon win every league of it.",[],[]
fab_ac_defender.1000.t,localization/english/ac/fab_ac_defender_l_english.yml,32,The First Test Ends,[],[]
fab_ac_defender.1000.desc,localization/english/ac/fab_ac_defender_l_english.yml,33,"The war for the Crownlands is over. Aegon Targaryen's banners stand above the roads and rivers I could not hold, and the Black Dread circles a realm that must now answer to the dragonlord. Whether by defeat or by my own submission, the issue has been settled, and my banners must come down.",[],[]
fab_ac_defender.1000.a,localization/english/ac/fab_ac_defender_l_english.yml,34,The Crownlands have fallen.,[],[]
fab_ac_defender.1010.t,localization/english/ac/fab_ac_defender_l_english.yml,36,Harren's Kingdom Broken,[],[]
fab_ac_defender.1010.desc,localization/english/ac/fab_ac_defender_l_english.yml,37,"The war for the Kingdom of the Isles and the Rivers is finished. The Trident answers to the dragon now, the longships have been dragged home, and the crown Harwyn Hoare took by force has been taken back the same way.\n\nHarrenhal was raised so that no army of men could ever bring this house down. Against men the walls were answer enough. They were never an answer for this.",[],[]
fab_ac_defender.1010.desc.harren,localization/english/ac/fab_ac_defender_l_english.yml,38,"Forty years I spent on these stones. Forty years of ironborn sweat and riverland gold, and every mason who thought the work too slow was set to some slower work still. When the last tower went up I was the mightiest lord in Westeros, and I had the walls to prove it.\n\nThe dragonlord never threw them down. He did not need to. He took the rivers, and the isles, and the men who were meant to hold them, and left me the castle.\n\nHarrenhal stands. My kingdom does not.",[],[]
fab_ac_defender.1010.desc.submit,localization/english/ac/fab_ac_defender_l_english.yml,39,"I have yielded, and there will be songs about it, and not one of them kind.\n\nForty years I spent raising Harrenhal so that no army raised by man could ever take it from me. The dragonlord did not bring an army of men. He offered me my life and the isles my fathers held, and asked only for the crown — and a crown is a smaller thing than a man's own bones burned black in his own hall.\n\nThe Kingdom of the Isles and the Rivers is ended. I am not.",[],[]
fab_ac_defender.1010.a,localization/english/ac/fab_ac_defender_l_english.yml,40,The kingdom is lost. The walls are not.,[],[]
fab_ac_defender.1010.a.submit,localization/english/ac/fab_ac_defender_l_english.yml,41,They can sing what they like. The isles endure.,[],[]
fab_ac_defender.1020.t,localization/english/ac/fab_ac_defender_l_english.yml,43,The Last Storm Spent,[],[]
fab_ac_defender.1020.desc,localization/english/ac/fab_ac_defender_l_english.yml,44,"The fate of the Stormlands is decided at last. Whether by defeat in the field or by my own decision to spare the realm further fire, Storm's End now stands beneath Aegon Targaryen's new crown. The storm has spent itself before the dragon.",[],[]
fab_ac_defender.1020.a,localization/english/ac/fab_ac_defender_l_english.yml,45,The storm has broken.,[],[]
fab_ac_defender.1030.t,localization/english/ac/fab_ac_defender_l_english.yml,47,The Isles Yield,[],[]
fab_ac_defender.1030.desc,localization/english/ac/fab_ac_defender_l_english.yml,48,"The captains and kings of the Iron Isles resisted until the war was lost. Aegon Targaryen has taken the crown, and the dragon's terms can no longer be refused. The isles must reckon with a new order beyond their grey shores.",[],[]
fab_ac_defender.1030.desc.submit,localization/english/ac/fab_ac_defender_l_english.yml,49,"I have chosen to yield the Iron Islands before dragonfire exacts a price no crown can repay. Aegon Targaryen takes the crown and my oath, but the captains, keeps, and people of the isles survive to reckon with the new order beyond their grey shores.",[],[]
fab_ac_defender.1030.a,localization/english/ac/fab_ac_defender_l_english.yml,50,The iron price was not enough.,[],[]
fab_ac_defender.1100.t,localization/english/ac/fab_ac_defender_l_english.yml,52,A Kingdom Bends,[],[]
fab_ac_defender.1100.desc,localization/english/ac/fab_ac_defender_l_english.yml,53,"Ravens bring word that [fab_ac_news_a.GetShortUINamePossessive] realm has fallen to Aegon Targaryen. The war could no longer be sustained, and another crown now lies beneath the shadow of the Black Dread. Across Westeros, every court measures the distance between its own walls and the conqueror's host.",[],[]
fab_ac_defender.1100.a,localization/english/ac/fab_ac_defender_l_english.yml,54,The dragon advances.,[],[]
fab_ac_defender.1110.t,localization/english/ac/fab_ac_defender_l_english.yml,56,The Western Kingdoms Defeated,[],[]
fab_ac_defender.1110.desc,localization/english/ac/fab_ac_defender_l_english.yml,57,"The ravens carry tidings from the west: both the Reach and the Westerlands now answer to Aegon Targaryen. Two ancient crowns have fallen beneath the dragon, and the conqueror turns his gaze toward the kingdoms that remain beyond his grasp.",[],[]
fab_ac_defender.1110.a,localization/english/ac/fab_ac_defender_l_english.yml,58,Two more crowns beneath the dragon.,[],[]
fab_ac_defender.1120.t,localization/english/ac/fab_ac_defender_l_english.yml,60,Dorne Subdued,[],[]
fab_ac_defender.1120.desc,localization/english/ac/fab_ac_defender_l_english.yml,61,"Against all expectation, Aegon Targaryen has forced Dorne to yield. [fab_ac_news_a.GetShortUINamePossessive] resistance is ended, and the southernmost kingdom now stands beneath the Iron Throne. If even the deserts could not halt the dragons, every unconquered ruler must weigh what remains of hope.",[],[]
fab_ac_defender.1120.a,localization/english/ac/fab_ac_defender_l_english.yml,62,Even Dorne has bent.,[],[]
fab_ac_defender.1121.t,localization/english/ac/fab_ac_defender_l_english.yml,64,The Dragon Turned Back,[],[]
fab_ac_defender.1121.desc,localization/english/ac/fab_ac_defender_l_english.yml,65,"The last of Aegon Targaryen's banners has withdrawn from [ROOT.Char.GetPrimaryTitle.GetNameNoTier]. What the dragonlord proclaimed an inevitable conquest has broken against our armies, our strongholds, and the resolve of those who refused to kneel.\n\nHis dragons brought terror from the sky, but they could not occupy every road, guard every camp, or compel a kingdom to surrender after its people chose resistance. The conqueror departs with fewer soldiers and a legend diminished by defeat. Across Westeros, rulers who had begun to regard Aegon's triumph as destiny will hear a different tale now.\n\n[ROOT.Char.GetHouse.GetName] stood before fire and blood—and endured. The dragon can be resisted. The dragon can be beaten.",[],[]
fab_ac_defender.1121.a,localization/english/ac/fab_ac_defender_l_english.yml,66,Send word of this victory to every kingdom.,[],[]
fab_ac_defender.demand.t,localization/english/ac/fab_ac_defender_l_english.yml,68,Fire and Blood,[],[]
fab_ac_defender.demand.submit,localization/english/ac/fab_ac_defender_l_english.yml,69,I will spare my people. We submit.,[],[]
fab_ac_defender.demand.fight,localization/english/ac/fab_ac_defender_l_english.yml,70,We will meet fire with steel.,[],[]
fab_crowned_seven,localization/english/ac/fab_ac_faith_l_english.yml,2,The Faith of the Seven,[],[]
fab_crowned_seven_adj,localization/english/ac/fab_ac_faith_l_english.yml,3,Faithful,[],[]
fab_crowned_seven_adherent,localization/english/ac/fab_ac_faith_l_english.yml,4,Follower of the Seven,[],[]
fab_crowned_seven_adherent_plural,localization/english/ac/fab_ac_faith_l_english.yml,5,Followers of the Seven,[],[]
fab_crowned_seven_desc,localization/english/ac/fab_ac_faith_l_english.yml,6,"The Faith teaches that one god reveals seven faces: Father, Mother, Warrior, Maiden, Smith, Crone, and Stranger. Its worship is ordered through septs, septons, and the authority of the High Septon, with the Seven-Pointed Star at the heart of doctrine and devotion.",[],[]
fab_orys_strong_right_hand_modifier,localization/english/ac/fab_ac_modifiers_l_english.yml,3,The Dragon's Right Hand,[],[]
fab_ac_first_blood_modifier,localization/english/ac/fab_ac_modifiers_l_english.yml,14,First Blood,[],[]
fab_ac_first_blood_modifier_desc,localization/english/ac/fab_ac_modifiers_l_english.yml,15,"The first army raised against the dragons burned in a single afternoon, and Westeros has taken note.",[],[]
fab_ac_reeds_bloodied_modifier,localization/english/ac/fab_ac_modifiers_l_english.yml,16,Bloodied in the Reeds,[],[]
fab_ac_reeds_bloodied_modifier_desc,localization/english/ac/fab_ac_modifiers_l_english.yml,17,"The fighting on the Gods Eye shore was won, and the ranks it thinned will be slow to fill again.",[],[]
fab_ac_wailing_willows_modifier,localization/english/ac/fab_ac_modifiers_l_english.yml,18,The Wailing Willows,[],[]
fab_ac_wailing_willows_modifier_desc,localization/english/ac/fab_ac_modifiers_l_english.yml,19,"A night raid out of the water gutted the baggage train and the rear guard. Replacements are slow in coming, and what is left costs more to keep in the field.",[],[]
nick_fab_dragonsbane,localization/english/ac/fab_ac_nicknames_l_english.yml,2,Dragonsbane,[],[]
nick_fab_dragonsbane_desc,localization/english/ac/fab_ac_nicknames_l_english.yml,3,"On a flooded field, in a storm that kept Meraxes on the ground, [CHARACTER.GetShortUINameNoTooltipNoFormat] rode forty horse at the dragon and drove a spear through her throat.",[],[]
nick_fab_the_storm_queen,localization/english/ac/fab_ac_nicknames_l_english.yml,4,the Storm Queen,[],[]
nick_fab_the_storm_queen_desc,localization/english/ac/fab_ac_nicknames_l_english.yml,5,"Proclaimed on the walls of Storm's End in her dead father's crown, with Orys's host below and Meraxes across the bay.",[],[]
ourfury.0001,localization/english/ac/fab_ac_ourfury_l_english.yml,2,The Dragon's Envoy,[],[]
ourfury.0001.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,3,"The dragonlord's envoy stands before me in the great hall with Aegon's answer, and I make him give it before my lords. I offered Aegon Targaryen my daughter's hand and, as her dowry, the lands east of the Gods Eye between the Trident and the Blackwater, country the Storm Kings once held and Harren Hoare holds now. In return I asked for Dragonstone beside me when the time came to settle with Harren. There was sense in it. If Aegon wanted land, Harren had more than enough to lose, and I have never lacked the stomach to take it from him.\n\nAegon refuses the marriage. He has two wives already, both his sisters, and the heathen says he has no need of a third. Instead he offers his half-brother, Orys Waters, for Argella. The envoy calls him Aegon's companion and captain, as though command could put a father at a bastard's wedding or give him a name worth carving above a gate. Orys is baseborn, and Aegon proposes to put him in my daughter's bed.\n\nThat is not all. Aegon accepts the lands I named only as the beginning of the dowry. He also wants Massey's Hook and the Stormlander country running south from the Blackwater toward the Wendwater and the headwaters of the Mander. Those lands are mine already, held by men who have sworn before gods and men to Storm's End. I offered him Harren's hide, and the dragon has answered by reaching for mine.\n\nThere are men in this hall who would have the envoy thrown from the cliffs for less, and I do not blame them. Still, wrath is a poor reason to leave an enemy's meaning half heard. I will know the whole of Aegon's insolence before I decide what answer it deserves.",[],[]
ourfury.0001.a,localization/english/ac/fab_ac_ourfury_l_english.yml,4,Guards. Take his hands. They are the only hands Aegon gets.,[],[]
ourfury.0001.b,localization/english/ac/fab_ac_ourfury_l_english.yml,5,Say the whole of it. What else does the dragon offer?,[],[]
ourfury.0001.c,localization/english/ac/fab_ac_ourfury_l_english.yml,6,Carry my refusal to Dragonstone. I have heard enough.,[],[]
ourfury.0002,localization/english/ac/fab_ac_ourfury_l_english.yml,8,The Terms of the Bastard,[],[]
ourfury.0002.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,9,"I let the envoy finish. Orys Waters is to wed Argella, and the lands east of the Gods Eye that I first named will pass with the marriage if we take them from Harren. Aegon also demands Massey's Hook and the country between the Blackwater, the Wendwater, and the upper Mander. In return, Dragonstone joins me against Harren Hoare. Aegon's strength will be turned north, not south, and neither king is asked to swear to the other.\n\nThat last part saves the offer from the privy. There is no demand for homage in Aegon's letter, no tribute, and no claim upon Storm's End. He wants land, a marriage, and a common war, and for all his heathen ways he has at least remembered that he is writing to a crowned king rather than summoning some petty lord to his hall.\n\nOrys remains the difficulty. Argella is my only heir, and the man she marries will stand closer to Storm's End than any outsider has a right to stand. Yet the Seven did not decree that a wife's house must vanish into her husband's merely because scribes find the custom convenient. If Orys enters this house through Argella, then he enters it on my terms. The child who succeeds her can bear the name Durrandon, inherit Durrandon blood through his mother, and sit the seat his mother's fathers held before Dragonstone was more than a smoking rock.\n\nAegon may have the lands he asked for and the marriage he proposed. I will have his strength against Harren, and Storm's End will remain in my blood and under my name. If that is not enough for him, then he never wanted an alliance at all. #bold Orys Waters may marry my daughter, but the heir to Storm's End will be a Durrandon.#!",[],[]
ourfury.0002.a,localization/english/ac/fab_ac_ourfury_l_english.yml,10,He weds into my house or not at all. Send that word.,[],[]
ourfury.0002.b,localization/english/ac/fab_ac_ourfury_l_english.yml,11,No. A thousand years of Durrandons do not end in this hall.,[],[]
ourfury.0003,localization/english/ac/fab_ac_ourfury_l_english.yml,13,A Raven to Dragonstone,[],[]
ourfury.0003.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,14,"The raven leaves Storm's End before dusk. I write the answer myself, because the matter is simple enough to fit in one line and important enough that I will not have a maester polish the edge off it.\n\n#italic Your brother is welcome. His sons will be Durrandons.#!\n\nMy lords have objections, and none of them are shy about giving voice to them. Some object to Orys's birth, some to the lands Aegon has demanded, and some to any compact with a man who beds his own sisters and calls it marriage. I have heard them all. The Seven may judge Aegon's soul when they please; I am concerned with Harren Hoare, three dragons, and whether House Durrandon still sits Storm's End when the fighting is done.\n\nI have conceded land rather than fight Harren and Dragonstone together, but I have conceded neither my crown nor my house. If Aegon accepts the condition, Orys comes south as Argella's husband and the pact stands. If he refuses it, he may keep his bastard and learn what the stormlands cost by another road. #bold The terms are sent. Dragonstone may take them or choke on them.#!",[],[]
ourfury.0003.a,localization/english/ac/fab_ac_ourfury_l_english.yml,15,We will have Aegon's answer soon enough.,[],[]
ourfury.0004,localization/english/ac/fab_ac_ourfury_l_english.yml,17,The Dragon Answers,[],[]
ourfury.0004.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,18,"The answer from Dragonstone comes sooner than I expected, and Aegon accepts the condition without argument. Orys will come to Storm's End for the marriage, which will be made before my court and beneath the eyes of the Seven, and the children born to Argella will bear the Durrandon name and inherit through her.\n\nThe rest of the letter concerns the lands and the war. Massey's Hook and the country south of the Blackwater are to pass as agreed. When our banners move against Harren Hoare, Dragonstone will move with us. Aegon writes that he has no quarrel with a house that keeps faith with him and no wish to pull down an ancient line merely to prove that he can. Fine words from a man with three dragons, but I have heard worse terms from men with far less behind them.\n\nI had expected haggling over the one condition I would not yield. Instead Aegon has accepted it at once, which means either that he understands the value of House Durrandon or that he is confident enough to let me keep my name while he takes what else he wants. I will discover which soon enough. #bold I asked for an ally against Harren. I have one, and I mean to see whether the dragon keeps faith as well as he writes it.#!",[],[]
ourfury.0004.a,localization/english/ac/fab_ac_ourfury_l_english.yml,19,Open the gates to him. Storm's End fears no one bastard.,[],[]
ourfury.0004.b,localization/english/ac/fab_ac_ourfury_l_english.yml,20,No. I will not marry my heir to Dragonstone after all.,[],[]
ourfury.0005,localization/english/ac/fab_ac_ourfury_l_english.yml,22,A Wedding at Storm's End,[],[]
ourfury.0005.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,23,"They wed in the great hall beneath Durran's roof, before the Seven, the assembled storm lords, and enough witnesses that no man will later pretend he misunderstood the bargain. The septon names Argella Durrandon and Orys Waters before the Father and Mother, joins their hands, and calls upon the Seven to witness the vows. Aegon may make what excuses he pleases for wedding sister to brother on Dragonstone. In Storm's End, my daughter is wed according to the laws of gods and men.\n\nOrys is not what some of my lords expected from a bastard of Dragonstone. He is broad, quiet, and careful with his courtesies. Men test him during the feast, as men will, and he gives none of them the quarrel they are looking for. I would almost prefer that he did, because a man's temper is easier to judge than his patience, but he repeats the terms of the marriage before the hall without hesitation. Argella's inheritance is hers, and the children who inherit through her will be Durrandons of Storm's End.\n\nArgella has watched him closely since his arrival and has found more to say to him than she has said to me about the match. I will not call a handful of conversations affection, nor do I require it. Kings have married for poorer reasons than land, blood, and a useful sword, and many have done worse than a husband their daughter can bear to speak with. The marriage is lawful, the succession is settled, and the Seven have heard the vows. #bold Orys has entered House Durrandon. House Durrandon has not entered his.#!",[],[]
ourfury.0005.a,localization/english/ac/fab_ac_ourfury_l_english.yml,24,"Ours is the Fury, and no marriage changes that.",[],[]
ourfury.0005.b,localization/english/ac/fab_ac_ourfury_l_english.yml,25,Pour the wine. The day has earned it.,[],[]
ourfury.0006,localization/english/ac/fab_ac_ourfury_l_english.yml,27,The Storm Rides North,[],[]
ourfury.0006.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,28,"The marriage settled one half of the bargain. Harren Hoare is the other. His monstrous castle rises beside the Gods Eye, and the riverlands he rules lie between my kingdom and the lands I promised to Argella's marriage. If those lands are ever to change hands, Harren must first be torn out of them, and I have wanted that ironborn blackguard humbled since long before Aegon Targaryen learned to look west.\n\nThe storm lords gather and ride north by the old roads through the kingswood and toward the Blackwater. Orys rides with them, and Aegon's banners are already moving from Dragonstone. I have no intention of wasting good stormland men against Harrenhal's walls if dragonfire can answer stone more cheaply, but castles are not kingdoms. Harren has riverlords, crossings, granaries, ferries, and armies that must be held while the dragons earn the land I have paid for.\n\nSo the storm rides with the dragon against the ironborn. I would have preferred a son of proper birth at my daughter's side and a smaller price for the alliance, but the bargain has been sworn and I keep my oaths, whatever liberties Aegon takes with the laws of gods and men in his own bed. #bold Sound the muster. Harren has sat on stolen lands long enough.#!",[],[]
ourfury.0006.a,localization/english/ac/fab_ac_ourfury_l_english.yml,29,The storm rides north. Harren stole from us first.,[],[]
ourfury.0006.b,localization/english/ac/fab_ac_ourfury_l_english.yml,30,Send my lords. A king need not ride every road himself.,[],[]
ourfury.0007,localization/english/ac/fab_ac_ourfury_l_english.yml,32,An Ally on My Border,[],[]
ourfury.0007.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,33,"Aegon Targaryen has come ashore at the mouth of the Blackwater, on the three hills where the fisherfolk beach their boats, and for the first time in my life a foreign host has landed within a few days' ride of my border without a stormlander reaching for a sword.\n\nMassey's Hook is his. So is the country running south toward the Wendwater. I signed those lands away with my own hand and my own seal, which is a thing I have done for no man before, and there is no pretending they were taken from me. The lords who held them under Storm's End have new oaths to swear, and not one of them has sent me a complaint I would care to read aloud.\n\nRiders came to these walls a year ago with word that dragons had been seen over the water, and men reached for their swords. Riders came again this morning with the same word, and it means the opposite. The beasts fly north once the muster is done. Harren Hoare spent forty years raising walls against an enemy worthy of them, and he will not wait much longer for one.\n\n#bold The bargain is made. Now let the dragon prove he is worth what I paid for him.#!",[],[]
ourfury.0007.a,localization/english/ac/fab_ac_ourfury_l_english.yml,34,The dragon is mine now. Harren will be the first to learn it.,[],[]
ourfury.0010,localization/english/ac/fab_ac_ourfury_l_english.yml,36,The Price of Peace,[],[]
ourfury.0010.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,37,"The war has changed Westeros. Harren's grip on the riverlands is broken, and Aegon's ambitions have not ended with him. Reports from beyond my borders bring battles, bargains, submissions, and refusals, but none of them alters the agreement made here. The stormlands remain outside Aegon's rule, bound to him by marriage and treaty but not by oath, and I have no intention of allowing success elsewhere to make him forget the difference.\n\nAegon comes to Storm's End to speak of what follows. He confirms before I ask that Argella's children remain Durrandons and that the lands and rights already settled between us will stand. Then the heathen who once took care to write to me as one king to another asks for the one thing he left untouched.\n\nHe wants my crown. I am to surrender the kingship and remain Lord of Storm's End, with the stormlands, my vassals, my revenues, and my heirs left in my hands. I would rule the same country from the same seat, but beneath Aegon's crown instead of my own. Durran Godsgrief defied the gods themselves for this rock, and Aegon Targaryen now asks me to hand over what storms, ironmen, Andals, and Dornishmen all failed to take.\n\nI know what war against his house would mean. I have seen the dragons at work, and only a fool mistakes knowing the strength of an enemy for fearing him. The question is whether I spend the lives of my lords and their sons to keep a circlet on my brow, or give Aegon his title and keep everything beneath it. #bold If I bend, it will be because I chose what House Durrandon could afford to lose, not because the heathen frightened me into it.#!",[],[]
ourfury.0010.a,localization/english/ac/fab_ac_ourfury_l_english.yml,38,"The crown is metal. Storm's End is stone, blood, and men.",[],[]
ourfury.0010.b,localization/english/ac/fab_ac_ourfury_l_english.yml,39,Durran bent to no god. I will not bend to a heathen.,[],[]
ourfury.0011,localization/english/ac/fab_ac_ourfury_l_english.yml,41,"The Storm Bends, Unbroken",[],[]
ourfury.0011.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,42,"It is done in my own hall, before my own lords, because if I am to put down Durran's crown I will do it where every storm lord can see that no sword is at my throat. I place it in Aegon's hands myself. He receives it without triumph, sets it aside, and names me Lord of Storm's End, confirming the stormlands to me and my heirs beneath his crown.\n\nThen my lords swear again. Yesterday their oaths ended with me. Today they pass through me to Aegon, but the men, castles, rents, judgments, and levies of the stormlands remain under the same hand. Argella is still my heir, and her children will still be Durrandons of Storm's End. Aegon has won a king's oath, not the right to unmake a thousand years of my house.\n\nI was a king when the septon broke his fast this morning and I am not one now. I will not pretend that loss is nothing, nor will I grovel over it. Harren lost his lands, his line, and perhaps more besides. I have lost a crown and kept Storm's End, my daughter, my name, and every lord who mattered yesterday. Men may decide for themselves which bargain they would rather have made. #bold The crown is Aegon's. The storm remains Durrandon.#!",[],[]
ourfury.0011.a,localization/english/ac/fab_ac_ourfury_l_english.yml,43,"Ours is the Fury. King or lord, that much is mine.",[],[]
ourfury.0020,localization/english/ac/fab_ac_ourfury_l_english.yml,45,The Envoy Rides Home Whole,[],[]
ourfury.0020.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,46,"I gave the envoy his answer before he had finished the offering of it, and I gave it standing, so that no man in the hall could mistake it for a thing still open to argument. Argella is not for sale to a bastard. Not for Harren's lands, not for Harren's head, and not for the friendship of a man who beds his own sisters and expects the Seven to look elsewhere.\n\nHalf my lords wanted him carried out in pieces. Fell said so plainly and Grandison said it louder. He went out through the gate on his own feet with his own hands, and that was not mercy. A king who cuts up heralds is a king no one troubles to send heralds to, and I have too many borders to spend that coin on one Valyrian's messenger. Aegon can have the refusal clean. He will not be able to tell it as the raving of an old man in a temper.\n\nHe will come south. I have expected it since the first raven flew to Dragonstone, and expecting it changes nothing. Ironborn, Andals, Dornishmen: every one of them came to this coast with better cause than a wedding refused, and every one of them went home short of men.\n\n#bold He keeps his hands. He keeps his bastard. The rest we will settle in the field.#!",[],[]
ourfury.0020.a,localization/english/ac/fab_ac_ourfury_l_english.yml,47,Send him home whole. The war comes either way.,[],[]
ourfury.0021,localization/english/ac/fab_ac_ourfury_l_english.yml,49,"The Whole of It, and No",[],[]
ourfury.0021.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,50,"I heard the whole of it. Every league of land, every clause, every courtesy. No homage asked, no tribute, no claim laid on Storm's End, and Dragonstone's strength turned north against Harren Hoare beside my own. I will not pretend it was a poor offer. It is better than any king in Westeros has been given by that family, and likely better than any will be.\n\nIt comes down to Argella all the same. She is my only child and the whole of my house after me, and Aegon proposes to settle her on a man with no name of his own and call the account balanced. A king may trade land. Land can be taken back, and I have taken some of it back twice in my life. What passes through a daughter passes once, and whatever is put in her bed sits in Durran's seat forever after.\n\nSo the answer is no, given whole and given knowing. No man will say afterward that I refused in anger without understanding what lay on the table. I understood it well enough. That is precisely why I would not have it.\n\n#bold The dragon named a fair price. He asked for the one thing that was never for sale.#!",[],[]
ourfury.0021.a,localization/english/ac/fab_ac_ourfury_l_english.yml,51,"I have heard it all, and my answer stands.",[],[]
ourfury.0022,localization/english/ac/fab_ac_ourfury_l_english.yml,53,The Raven Recalled,[],[]
ourfury.0022.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,54,"Eleven days I have had Aegon's letter, and eleven days I have read it and set it down and taken it up again. He granted the condition without a word of argument. Argella's children will be Durrandons, he writes, as though it cost him nothing. I named that condition because I was certain it would break the whole business, and a man does not surrender so easily the thing he means to keep.\n\nEither he does not care whose name is cut above the gate so long as the gate is his, or he means to have that too and reckons it can wait a generation. I have sat across a table from men who conceded everything and took it all back before the ink dried. I have been one of them.\n\nThe envoy is long gone and there is nobody left in this hall to shout at but my own lords, who told me what they thought when the first raven flew. So a second raven goes tonight and it takes the offer back. Aegon will have been generous where all Westeros could see it and refused where all Westeros could see that, and the tale will be told that way in every hall from here to the Wall. And so it will be told. I would sooner be called changeable than be called the king who put a bastard's line in Durran's seat and thanked him for the favour.\n\n#bold I asked a price I thought he would not pay. He paid it, and that is what decided me.#!",[],[]
ourfury.0022.a,localization/english/ac/fab_ac_ourfury_l_english.yml,55,Send the raven. The offer is withdrawn.,[],[]
ourfury.0030,localization/english/ac/fab_ac_ourfury_l_english.yml,57,The Goodson's War,[],[]
ourfury.0030.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,58,"Aegon has declared for my crown, and there is no dressing this as an invasion. His brother sat at my table two winters ago and swore before the Seven that his sons would carry my name. The men marching out of Storm's End marched beside those banners at the Gods Eye. Some of them buried friends from that host and will now go looking for the ones who lived.\n\nHe wants the circlet and nothing beside it. Not Storm's End, not the stormlands, not Argella's inheritance. He has asked for none of them and he will get none of them by asking. Only the crown of Durran Godsgrief, and only because a realm with two kings in it is not yet the realm he says he has.\n\nOrys will come south. Aegon has sent Orys for the stormlands from the beginning and sees no reason to stop now. My own goodson against my own banners, and whatever grandsons the gods see fit to give me will hear about it from whichever side is left to do the telling.\n\n#bold I kept every oath I swore to that house. I never swore them this one.#!",[],[]
ourfury.0030.a,localization/english/ac/fab_ac_ourfury_l_english.yml,59,Call the banners. The crown was never his to ask for.,[],[]
ourfury.0030.b,localization/english/ac/fab_ac_ourfury_l_english.yml,60,He is my daughter's husband. He will swear it.,[],[]
ourfury.0030.c,localization/english/ac/fab_ac_ourfury_l_english.yml,61,Send him back to his brother.,[],[]
ourfury.0030.d,localization/english/ac/fab_ac_ourfury_l_english.yml,62,Take him. He'll not command my men.,[],[]
ourfury.0033,localization/english/ac/fab_ac_ourfury_l_english.yml,64,The Goodson's Oath,[],[]
